% Vpre/V 	Vcoll/V 	Delay / ns	Q/C	stdDevQ/C
1.08284E+0	-1.00000E+0	9.00000E+1	-2.14029E-10	0.00000E+0
1.09284E+0	-1.00000E+0	9.00000E+1	-2.24455E-10	0.00000E+0
1.10284E+0	-1.00000E+0	9.00000E+1	-2.02453E-10	0.00000E+0
